-19.504, -0.344, -2.441, -210.000, -34.626, -0.188, -3.376, -230.000, 9.000
-34.626, -0.188, -3.376, -230.000, -46.543, 6.504, -3.006, -250.000, 7.219
-46.543, 6.504, -3.006, -250.000, -52.464, 16.969, -4.562, -250.000, 6.907
-52.464, 16.969, -4.562, -250.000, -59.410, 30.810, -7.474, -250.000, 6.555
-59.410, 30.810, -7.474, -250.000, -64.303, 44.130, -8.065, -230.000, 7.297
-64.303, 44.130, -8.065, -230.000, -69.344, 55.824, -10.155, -230.000, 7.019
-69.344, 55.824, -10.155, -230.000, -75.351, 66.746, -11.901, -220.000, 6.708
-75.351, 66.746, -11.901, -220.000, -86.325, 78.047, -14.368, -210.000, 6.650
-86.325, 78.047, -14.368, -210.000, -96.171, 85.565, -16.378, -200.000, 7.355
-96.171, 85.565, -16.378, -200.000, -105.912, 91.203, -20.792, -190.000, 6.633
-105.912, 91.203, -20.792, -190.000, -115.380, 96.370, -19.717, -180.000, 6.390
-115.380, 96.370, -19.717, -180.000, -127.716, 98.806, -21.433, -150.000, 6.290
-127.716, 98.806, -21.433, -150.000, -137.985, 96.540, -19.709, -140.000, 5.473
-137.985, 96.540, -19.709, -140.000, -149.890, 92.154, -16.994, -120.000, 6.232
-149.890, 92.154, -16.994, -120.000, -154.438, 82.726, -16.665, -100.000, 6.697
-154.438, 82.726, -16.665, -100.000, -161.087, 70.931, -14.632, -70.000, 6.221
-161.087, 70.931, -14.632, -70.000, -156.189, 55.729, -10.600, -70.000, 5.680
-156.189, 55.729, -10.600, -70.000, -144.633, 42.691, -10.786, -79.999, 7.401
-144.633, 42.691, -10.786, -79.999, -138.561, 25.319, -10.566, -90.000, 7.712
-138.561, 25.319, -10.566, -90.000, -136.657, 3.962, -10.698, -110.000, 7.922
-136.657, 3.962, -10.698, -110.000, -137.268, -7.644, -9.992, -110.000, 8.574
-137.268, -7.644, -9.992, -110.000, -143.683, -23.315, -10.240, -110.000, 6.469
-143.683, -23.315, -10.240, -110.000, -148.274, -38.534, -11.900, -140.000, 7.608
-148.274, -38.534, -11.900, -140.000, -152.147, -49.576, -9.199, -170.000, 7.385
-152.147, -49.576, -9.199, -170.000, -161.954, -58.843, -11.471, -210.000, 6.486
-161.954, -58.843, -11.471, -210.000, -176.829, -58.086, -10.970, -260.000, 5.670
-176.829, -58.086, -10.970, -260.000, -183.687, -48.643, -9.532, 50.000, 7.170
-183.687, -48.643, -9.532, 50.000, -180.740, -37.908, -12.482, 20.000, 5.279
-180.740, -37.908, -12.482, 20.000, -174.062, -29.013, -14.850, 0.000, 5.164
-174.062, -29.013, -14.850, 0.000, -163.151, -25.595, -15.634, -10.000, 6.362
-163.151, -25.595, -15.634, -10.000, -145.477, -25.986, -16.762, -30.000, 6.429
-145.477, -25.986, -16.762, -30.000, -131.469, -30.263, -17.854, -30.000, 7.767
-131.469, -30.263, -17.854, -30.000, -120.563, -39.218, -16.342, -30.000, 7.117
-120.563, -39.218, -16.342, -30.000, -104.435, -45.721, -14.550, -30.000, 7.003
-104.435, -45.721, -14.550, -30.000, -90.442, -54.077, -14.407, -0.000, 7.705
-90.442, -54.077, -14.407, -0.000, -78.405, -60.551, -14.092, -0.000, 7.471
-78.405, -60.551, -14.092, -0.000, -65.384, -60.305, -12.577, -0.000, 6.907
-65.384, -60.305, -12.577, -0.000, -51.186, -58.559, -12.738, -30.000, 6.769
-51.186, -58.559, -12.738, -30.000, -34.530, -60.108, -12.869, -80.000, 7.044
-34.530, -60.108, -12.869, -80.000, -24.009, -70.677, -12.979, -90.000, 7.564
-24.009, -70.677, -12.979, -90.000, -23.953, -84.879, -12.379, -90.000, 7.174
-23.953, -84.879, -12.379, -90.000, -23.772, -108.162, -14.554, -140.000, 7.022
-23.772, -108.162, -14.554, -140.000, -29.429, -121.566, -12.279, -180.000, 8.969
-29.429, -121.566, -12.279, -180.000, -43.053, -132.111, -13.866, -180.000, 7.096
-43.053, -132.111, -13.866, -180.000, -63.220, -130.014, -14.120, -190.000, 7.671
-63.220, -130.014, -14.120, -190.000, -81.521, -129.506, -13.613, -240.000, 8.324
-81.521, -129.506, -13.613, -240.000, -94.218, -121.358, -14.641, 90.000, 7.902
-94.218, -121.358, -14.641, 90.000, -99.294, -107.872, -13.523, 90.000, 7.212
-99.294, -107.872, -13.523, 90.000, -101.110, -90.704, -13.937, 90.000, 7.066
-101.110, -90.704, -13.937, 90.000, -99.908, -77.325, -15.646, 90.000, 7.678
-99.908, -77.325, -15.646, 90.000, -100.527, -64.377, -16.503, 90.000, 6.857
-100.527, -64.377, -16.503, 90.000, -101.218, -45.236, -19.445, 90.000, 6.756
-101.218, -45.236, -19.445, 90.000, -101.105, -30.413, -22.043, 90.000, 8.084
-101.105, -30.413, -22.043, 90.000, -100.081, -12.029, -21.030, 70.000, 7.155
-100.081, -12.029, -21.030, 70.000, -96.212, 7.981, -24.486, 60.000, 7.925
-96.212, 7.981, -24.486, 60.000, -89.338, 23.809, -24.438, 40.000, 8.347
-89.338, 23.809, -24.438, 40.000, -77.128, 36.886, -24.306, 30.000, 7.677
-77.128, 36.886, -24.306, 30.000, -65.185, 46.655, -20.808, 30.000, 7.813
-65.185, 46.655, -20.808, 30.000, -54.609, 51.312, -20.784, 30.000, 7.285
-54.609, 51.312, -20.784, 30.000, -44.104, 56.795, -17.068, 10.000, 6.455
-44.104, 56.795, -17.068, 10.000, -33.397, 62.386, -15.393, -0.000, 6.518
-33.397, 62.386, -15.393, -0.000, -21.492, 67.268, -12.173, -20.000, 6.567
-21.492, 67.268, -12.173, -20.000, -6.576, 65.518, -9.696, -50.001, 6.736
-6.576, 65.518, -9.696, -50.001, 3.408, 61.442, -7.054, -60.000, 7.197
3.408, 61.442, -7.054, -60.000, 8.111, 53.938, -7.260, -80.000, 6.289
8.111, 53.938, -7.260, -80.000, 14.596, 44.230, -6.114, -90.000, 5.876
14.596, 44.230, -6.114, -90.000, 14.345, 35.646, -3.859, -90.000, 6.480
14.345, 35.646, -3.859, -90.000, 15.738, 25.069, -3.417, -100.000, 5.818
15.738, 25.069, -3.417, -100.000, 14.555, 13.412, -4.652, -130.000, 6.264
14.555, 13.412, -4.652, -130.000, 11.160, 7.174, -4.184, -160.000, 6.489
11.160, 7.174, -4.184, -160.000, 6.235, 0.708, -2.094, -180.000, 3.500
6.235, 0.708, -2.094, -180.000, 0.000, 0.000, -1.000, -180.000, 5.720
