xi yi zi yawi xi+1 yi+1 zi+1 yawi+1 vi
-20.508, -0.044, -4.892, -210.000, -32.252, 0.851, -3.458, -230.000, 9.000
-32.252, 0.851, -3.458, -230.000, -45.379, 8.259, -4.564, -250.000, 6.294
-45.379, 8.259, -4.564, -250.000, -53.964, 15.758, -5.202, -250.000, 6.991
-53.964, 15.758, -5.202, -250.000, -58.689, 30.981, -7.467, -250.000, 6.214
-58.689, 30.981, -7.467, -250.000, -63.829, 43.128, -8.865, -230.000, 7.174
-63.829, 43.128, -8.865, -230.000, -67.191, 56.237, -9.294, -230.000, 6.593
-67.191, 56.237, -9.294, -230.000, -76.491, 66.510, -10.804, -220.000, 6.666
-76.491, 66.510, -10.804, -220.000, -84.314, 76.813, -15.278, -210.000, 6.734
-84.314, 76.813, -15.278, -210.000, -96.140, 85.903, -17.658, -200.000, 6.539
-96.140, 85.903, -17.658, -200.000, -104.283, 92.671, -20.316, -190.000, 6.958
-104.283, 92.671, -20.316, -190.000, -115.638, 96.872, -20.480, -180.000, 6.043
-115.638, 96.872, -20.480, -180.000, -127.252, 97.673, -22.268, -150.000, 6.364
-127.252, 97.673, -22.268, -150.000, -138.644, 97.376, -18.210, -140.000, 5.066
-138.644, 97.376, -18.210, -140.000, -148.789, 92.548, -16.649, -120.000, 6.214
-148.789, 92.548, -16.649, -120.000, -154.832, 81.977, -16.860, -100.000, 6.180
-154.832, 81.977, -16.860, -100.000, -161.072, 70.959, -14.575, -70.000, 6.379
-161.072, 70.959, -14.575, -70.000, -156.033, 55.696, -10.688, -70.000, 5.281
-156.033, 55.696, -10.688, -70.000, -146.227, 42.310, -11.973, -79.999, 7.203
-146.227, 42.310, -11.973, -79.999, -140.303, 23.680, -11.106, -90.000, 7.313
-140.303, 23.680, -11.106, -90.000, -135.659, 5.813, -9.636, -110.000, 7.938
-135.659, 5.813, -9.636, -110.000, -138.372, -9.387, -10.758, -110.000, 7.708
-138.372, -9.387, -10.758, -110.000, -143.574, -24.761, -10.587, -110.000, 7.069
-143.574, -24.761, -10.587, -110.000, -146.610, -38.086, -10.510, -140.000, 7.236
-146.610, -38.086, -10.510, -140.000, -152.514, -50.311, -11.750, -170.000, 5.494
-152.514, -50.311, -11.750, -170.000, -162.284, -58.494, -11.779, -210.000, 6.675
-162.284, -58.494, -11.779, -210.000, -177.646, -57.852, -11.007, -260.000, 5.299
-177.646, -57.852, -11.007, -260.000, -184.058, -47.848, -12.068, 50.000, 7.055
-184.058, -47.848, -12.068, 50.000, -180.387, -37.780, -11.427, 20.000, 5.116
