xi yi zi yawi xi+1 yi+1 zi+1 yawi+1 vi
-19.281, -0.630, -4.893, -210.000, -32.834, -0.880, -4.547, -230.000, 9.000
-32.834, -0.880, -4.547, -230.000, -44.644, 6.209, -4.171, -250.000, 6.991
-44.644, 6.209, -4.171, -250.000, -53.191, 17.964, -4.458, -250.000, 7.033
-53.191, 17.964, -4.458, -250.000, -58.276, 30.196, -4.969, -250.000, 7.180
-58.276, 30.196, -4.969, -250.000, -64.130, 44.313, -7.051, -230.000, 6.932
-64.130, 44.313, -7.051, -230.000, -68.846, 56.729, -10.886, -230.000, 7.324
-68.846, 56.729, -10.886, -230.000, -76.992, 65.138, -12.265, -220.000, 6.938
-76.992, 65.138, -12.265, -220.000, -86.553, 77.135, -13.676, -210.000, 6.635
-86.553, 77.135, -13.676, -210.000, -96.163, 85.013, -18.193, -200.000, 7.335
-96.163, 85.013, -18.193, -200.000, -103.706, 90.884, -20.060, -190.000, 6.774
-103.706, 90.884, -20.060, -190.000, -115.085, 96.343, -21.363, -180.000, 6.222
-115.085, 96.343, -21.363, -180.000, -126.233, 98.612, -20.528, -150.000, 6.811
-126.233, 98.612, -20.528, -150.000, -139.498, 98.043, -20.598, -140.000, 5.372
-139.498, 98.043, -20.598, -140.000, -148.270, 90.753, -18.100, -120.000, 6.938
-148.270, 90.753, -18.100, -120.000, -154.402, 83.625, -16.069, -100.000, 6.577
-154.402, 83.625, -16.069, -100.000, -160.311, 71.055, -14.681, -70.000, 6.192
-160.311, 71.055, -14.681, -70.000, -155.692, 57.429, -11.168, -70.000, 5.856
-155.692, 57.429, -11.168, -70.000, -147.102, 42.430, -10.655, -79.999, 7.151
-147.102, 42.430, -10.655, -79.999, -139.266, 23.316, -9.440, -90.000, 7.709
-139.266, 23.316, -9.440, -90.000, -135.120, 3.849, -10.350, -110.000, 8.359
-135.120, 3.849, -10.350, -110.000, -138.252, -8.923, -9.550, -110.000, 8.214
-138.252, -8.923, -9.550, -110.000, -143.791, -23.499, -9.895, -110.000, 6.913
-143.791, -23.499, -9.895, -110.000, -148.821, -38.465, -11.484, -140.000, 7.384
-148.821, -38.465, -11.484, -140.000, -152.518, -51.066, -10.631, -170.000, 7.421
-152.518, -51.066, -10.631, -170.000, -164.130, -58.474, -10.994, -210.000, 6.910
-164.130, -58.474, -10.994, -210.000, -177.783, -56.047, -10.000, -260.000, 5.833
-177.783, -56.047, -10.000, -260.000, -182.411, -47.677, -10.837, 50.000, 5.851
-182.411, -47.677, -10.837, 50.000, -180.691, -38.721, -11.913, 20.000, 4.223
-180.691, -38.721, -11.913, 20.000, -175.093, -30.742, -14.263, 0.000, 4.137
-175.093, -30.742, -14.263, 0.000, -165.698, -25.971, -15.778, -10.000, 6.258
-165.698, -25.971, -15.778, -10.000, -146.140, -25.002, -16.237, -30.000, 6.410
